variant,max_half_life_hours,pair,funding_carry_bps_per_day,unresolved_no_data_count,trade_count,gross_pnl_bps,cost_bps,net_pnl_bps,hit_rate,profit_factor,sharpe,sortino,max_drawdown_bps,avg_win_bps,avg_loss_bps,avg_bars_held,turnover_notional,profit_count,stop_count,vertical_count,profit_factor_gate_pass
max_half_life_240h,240.0,DOTUSDT/ETCUSDT,6.0,0,1500,-594.131315863338,19453.5,-20047.631315863327,0.5766666666666667,0.7788085942370484,-0.08545396524189348,-0.09092787059301422,21786.36674839505,81.60362398195191,-142.73191505551455,3.876,1500000.0,1036,170,294,False
max_half_life_240h,240.0,DOTUSDT/ETHUSDT,5.0808,0,1428,-5549.953090843473,17895.1562,-23445.109290843473,0.5602240896358543,0.705983808820524,-0.10387348480433087,-0.09541459771988237,23648.257445096562,70.36971114143246,-126.97592070698956,2.511204481792717,1428000.0,1018,100,310,False
max_half_life_240h,240.0,DOTUSDT/LINKUSDT,6.0,0,1519,4899.003489029578,19789.0,-14889.996510970412,0.575378538512179,0.8330101145113719,-0.06114378858004196,-0.06337561999463666,17172.398519948318,84.98519419862352,-138.24349804739126,4.110599078341014,1519000.0,1090,149,280,False
max_half_life_240h,240.0,DOTUSDT/OPUSDT,6.0,0,1542,-22770.39834320753,20400.0,-43170.398343207504,0.5590142671854734,0.6480820140010318,-0.14161501829670767,-0.14123052118284896,46655.347980827195,92.22895660251758,-180.39964549202597,4.918287937743191,1542000.0,1079,196,267,False
max_half_life_240h,240.0,ETCUSDT/ETHUSDT,5.0808,0,1400,1904.4886030932594,17503.6908,-15599.202196906743,0.5607142857142857,0.7715286599036948,-0.06776050543596937,-0.057777009089920374,15060.039833464176,67.10471945343835,-111.01854791521275,2.374285714285714,1400000.0,928,101,371,False
max_half_life_240h,240.0,ETCUSDT/LINKUSDT,6.0,1,1529,-413.28937086093305,19860.5,-20273.78937086093,0.57946370176586,0.7899325338886032,-0.07489426313889035,-0.07281401276357988,22824.86518933086,86.04634199361772,-150.0946320018759,3.9568345323741005,1529000.0,1051,188,290,False
max_half_life_240h,240.0,ETCUSDT/LTCUSDT,5.83245,0,1441,15506.159728390761,18416.690775,-2910.531046609237,0.5801526717557252,0.9599099009524954,-0.013457174779511052,-0.013894176110740921,6775.448543116765,83.36030612124222,-119.99958175862434,3.2116585704371965,1441000.0,953,124,364,False
max_half_life_240h,240.0,ETCUSDT/OPUSDT,6.0,0,1580,-11088.36038237412,20803.75,-31892.11038237413,0.5575949367088607,0.7207277082553767,-0.10894270940873495,-0.11436421441806327,33421.610173853776,93.42233546174236,-163.37222878994157,4.667721518987341,1580000.0,1024,215,341,False
max_half_life_240h,240.0,ETHUSDT/LINKUSDT,5.0808,0,1528,-26179.29368936661,19833.1424,-46012.43608936657,0.4908376963350785,0.4863300501290474,-0.23233121108687466,-0.25044079129006985,46505.40148658253,58.08458746846552,-115.13608829140837,4.628272251308901,1528000.0,969,166,393,False
max_half_life_240h,240.0,ETHUSDT/OPUSDT,5.0808,0,1607,-17559.203157810116,21089.5893,-38648.792457810094,0.5096453018046049,0.6244326514691774,-0.13862553431232916,-0.18048132561586877,40054.19370708525,78.4602709739372,-130.59359693586887,5.307405102675793,1607000.0,1068,174,365,False
max_half_life_240h,240.0,ETHUSDT/SOLUSDT,4.684200000000001,0,1537,-11248.997031968504,19515.1204,-30764.11743196851,0.5113858165256994,0.6094024952322707,-0.15906398988913228,-0.1670329573286352,31399.51939195853,61.065606940384136,-104.87574498949459,3.5705920624593364,1537000.0,1020,127,390,False
max_half_life_240h,240.0,ETHUSDT/UNIUSDT,5.0808,0,1584,-3512.35797495254,20604.8531,-24117.211074952542,0.5347222222222222,0.7142817519965817,-0.11590611290165703,-0.12931145436138197,25743.739369846746,71.18283010792688,-114.53062167756666,4.76199494949495,1584000.0,1054,159,371,False
max_half_life_12h,12.0,ADAUSDT/ARBUSDT,6.0,0,1577,-19230.6021168737,20805.0,-40035.6021168737,0.5409004438807863,0.6756100057704513,-0.12912636775971317,-0.13359483577344825,42089.30934661093,97.75206850812914,-170.46701181534235,4.771084337349397,1577000.0,1070,211,296,False
max_half_life_12h,12.0,ADAUSDT/ATOMUSDT,6.0,0,1558,-10362.32872910984,20508.75,-30871.07872910984,0.558408215661104,0.7254933072534873,-0.10811565257093543,-0.11390698487174301,33703.152832016356,93.780604025415,-163.45959917328616,4.654043645699615,1558000.0,1068,171,319,False
max_half_life_12h,12.0,ADAUSDT/AVAXUSDT,6.0,0,1530,-1070.1896348811804,19835.25,-20905.43963488118,0.5732026143790849,0.7861854317185039,-0.08143239181108115,-0.08389079390632659,22924.7418020383,87.64908991279623,-149.7300022793315,3.8568627450980393,1530000.0,1060,165,305,False
max_half_life_12h,12.0,ADAUSDT/DOGEUSDT,5.8266,0,1561,-4755.374792497311,20373.159,-25128.5337924973,0.5810377962844331,0.7693579983765847,-0.088152649099544,-0.09206580117625582,25551.69041043741,92.41658932549599,-166.59079558214398,4.3305573350416395,1561000.0,1084,177,300,False
max_half_life_12h,12.0,ADAUSDT/DOTUSDT,6.0,0,1569,13435.425590053868,20622.0,-7186.574409946114,0.5729764181007011,0.9199308145634717,-0.02879819430280711,-0.032387710181779605,11639.031782179447,91.84425401587187,-133.96202801524615,4.573613766730402,1569000.0,1123,147,299,False
max_half_life_12h,12.0,ADAUSDT/ETCUSDT,6.0,0,1543,-337.3168595729336,19972.0,-20309.316859572933,0.5975372650680493,0.797800818747779,-0.07327209150010572,-0.07150765548083939,22955.971461734105,86.91194703886214,-161.74256365443452,3.774465327284511,1543000.0,1077,175,291,False
max_half_life_12h,12.0,ADAUSDT/ETHUSDT,5.0808,0,1445,238.67536718700313,18098.309400000002,-17859.63403281301,0.5626297577854671,0.7800113029561424,-0.07670091764952573,-0.07324060972421073,19671.797870132268,77.89014966156256,-128.4562115627585,2.4788927335640136,1445000.0,989,111,345,False
max_half_life_12h,12.0,ADAUSDT/LINKUSDT,6.0,0,1502,-2409.7214786751438,19543.25,-21952.971478675136,0.5778961384820239,0.7791951653456097,-0.08334611219681456,-0.08626367930118459,24544.31923141434,89.25062353223362,-156.81784338273488,4.045938748335552,1502000.0,1061,178,263,False
max_half_life_12h,12.0,ADAUSDT/SOLUSDT,5.603400000000001,0,1504,-2270.243773033476,19220.277975,-21490.52174803347,0.5757978723404256,0.7833999982024689,-0.07929498467329205,-0.07920526856150256,25624.502125020255,89.7540754717713,-155.51340298838153,3.33843085106383,1504000.0,1033,134,337,False
max_half_life_12h,12.0,ADAUSDT/XRPUSDT,6.0,0,1565,-25020.649655374993,20751.0,-45771.649655375,0.5648562300319488,0.659233419313642,-0.13332792310824612,-0.12929001956556388,47355.614213773886,100.16742719921693,-197.23884772317584,5.037699680511182,1565000.0,1062,199,304,False
max_half_life_12h,12.0,ARBUSDT/ATOMUSDT,6.0,0,1568,13145.732976791256,20572.25,-7426.5170232087585,0.579719387755102,0.9321945369085486,-0.026143858101413602,-0.030975783300632054,14945.662674678364,112.32156984691342,-166.20155389082407,4.480229591836735,1568000.0,1115,191,262,False
max_half_life_12h,12.0,ARBUSDT/AVAXUSDT,6.0,0,1536,-2621.5635271932674,19939.0,-22560.563527193262,0.58984375,0.7990218558650912,-0.07983979297722274,-0.08779777903139478,28665.333505627856,98.99917445046678,-178.18065964970822,3.9244791666666665,1536000.0,1076,168,292,False
max_half_life_12h,12.0,ARBUSDT/DOTUSDT,6.0,0,1601,7385.892201214605,21030.0,-13644.1077987854,0.5727670206121174,0.8760382745614228,-0.04677081694410345,-0.05191012176174466,19382.551980121374,105.15048371062458,-160.91681485588913,4.542161149281699,1601000.0,1137,192,272,False
max_half_life_12h,12.0,ARBUSDT/ETCUSDT,6.0,0,1535,12850.231729000096,19942.0,-7091.768270999885,0.5902280130293159,0.9281864511022481,-0.026121130355953114,-0.030920431455907785,16030.412619817054,101.1707976146185,-156.99922243218478,3.9661237785016286,1535000.0,1072,163,300,False
max_half_life_12h,12.0,ARBUSDT/ETHUSDT,5.0808,1,1386,1276.0858416026929,17392.2147,-16116.128858397311,0.5562770562770563,0.7930949465352072,-0.07252507287151322,-0.07002931671444737,18300.64627409683,80.1235969683755,-126.65271889595907,2.590909090909091,1386000.0,971,90,325,False
max_half_life_12h,12.0,ARBUSDT/LINKUSDT,6.0,1,1465,-5613.172050689556,19097.25,-24710.42205068954,0.5645051194539249,0.7706811171574499,-0.0922529803287636,-0.10084155099673388,30810.204616366373,100.41753457166294,-168.8961177765749,4.142662116040956,1465000.0,1019,176,270,False
max_half_life_12h,12.0,ARBUSDT/OPUSDT,6.0,0,1577,13559.505487754672,20812.25,-7252.744512245333,0.5903614457831325,0.9232230296936318,-0.02963237183348358,-0.037471921955964535,19265.764246951756,93.67600413026341,-146.23081169894826,4.7894736842105265,1577000.0,1100,161,316,False
max_half_life_12h,12.0,ATOMUSDT/DOTUSDT,6.0,0,1629,8032.073226351659,21398.0,-13365.926773648334,0.5788827501534684,0.8491130991755849,-0.056502480583543895,-0.05827037292563823,20783.866214299625,79.76298293782,-129.12889166765683,4.542664211172498,1629000.0,1131,178,320,False
max_half_life_12h,12.0,ATOMUSDT/ETCUSDT,6.0,0,1586,4676.130076599814,20555.0,-15878.869923400183,0.5605296343001261,0.8320960193546801,-0.06628204922849693,-0.0768065317684885,19002.596586324296,88.51773284299783,-135.68311968554556,3.841109709962169,1586000.0,1087,191,308,False
max_half_life_12h,12.0,AVAXUSDT/DOTUSDT,6.0,0,1589,14336.214034543606,20854.75,-6518.535965456385,0.5966016362492134,0.9334419325738684,-0.024087777063238468,-0.026202854152691406,11923.38343216365,96.43358936324846,-152.78873429300455,4.497797356828194,1589000.0,1118,163,308,False
max_half_life_12h,12.0,AVAXUSDT/ETCUSDT,6.0,0,1598,-7696.210075743574,20799.5,-28495.710075743555,0.5832290362953693,0.7602243190276132,-0.09254415147910397,-0.09775842587255118,32551.908615543078,96.9393707503509,-178.4432486712772,4.0638297872340425,1598000.0,1122,167,309,False
max_half_life_12h,12.0,AVAXUSDT/ETHUSDT,5.0808,0,1449,-10210.50444049097,18177.4293,-28387.933740490986,0.5458937198067633,0.6965856809313732,-0.11281354445654217,-0.10960446271578898,29254.237904263187,82.39403460502164,-142.1909044271476,2.5734989648033126,1449000.0,949,120,380,False
max_half_life_12h,12.0,AVAXUSDT/LINKUSDT,6.0,0,1529,-274.1397609176215,19961.0,-20235.13976091763,0.565729234793983,0.8032724974394319,-0.07848590703906164,-0.09206649332513496,21590.182520215145,95.51859374286298,-154.90771588628633,4.219751471550032,1529000.0,1082,168,279,False
max_half_life_12h,12.0,AVAXUSDT/SOLUSDT,5.603400000000001,0,1442,231.0302021908352,18445.69275,-18214.662547809156,0.5721220527045769,0.8019437615087625,-0.0761859752291393,-0.08190749700831014,20412.08220602943,89.39692238183734,-149.05530553132087,3.391123439667129,1442000.0,1027,131,284,False
max_half_life_12h,12.0,BTCUSDT/ETHUSDT,4.0707,0,1553,142.5037239282892,19323.609075,-19181.10535107171,0.49130714745653575,0.5867797729551749,-0.18053934890613596,-0.21179312077042,19212.519935975695,35.69789891909367,-58.75772433713947,2.610431423052157,1553000.0,1064,98,391,False
max_half_life_12h,12.0,BTCUSDT/SOLUSDT,4.5933,0,1618,2695.264828815003,20458.4877125,-17763.222883684997,0.5253399258343634,0.6794634914099134,-0.13361508156598556,-0.14792102380927027,17869.975163081017,44.29874918637053,-72.15776001575513,3.366501854140915,1618000.0,1120,136,362,False
max_half_life_12h,12.0,DOGEUSDT/DOTUSDT,5.8266,0,1617,11490.20180955952,21132.315225,-9642.113415440512,0.5986394557823129,0.9168323347104981,-0.03054381123219334,-0.0353688851880204,20289.017778498986,109.8075722545395,-178.63766310914448,4.402597402597403,1617000.0,1148,194,275,False
max_half_life_12h,12.0,DOGEUSDT/ETCUSDT,5.8266,0,1567,11301.024160900972,20253.8523,-8952.828139099043,0.6017868538608807,0.9154244102685184,-0.029130484386772786,-0.030517356329378364,13925.390212255494,102.7604527867618,-169.64092166188368,3.811104020421187,1567000.0,1091,165,311,False
max_half_life_12h,12.0,DOGEUSDT/ETHUSDT,4.9074,0,1455,5137.170551005232,18190.998125000002,-13053.82757399479,0.563573883161512,0.8474935526135544,-0.05405943666512256,-0.05540059451271427,14546.230348932388,88.46514996643265,-134.79567015192058,2.457044673539519,1455000.0,972,120,363,False
max_half_life_12h,12.0,DOTUSDT/ETCUSDT,6.0,0,1500,-594.131315863338,19453.5,-20047.631315863327,0.5766666666666667,0.7788085942370484,-0.08545396524189348,-0.09092787059301422,21786.36674839505,81.60362398195191,-142.73191505551455,3.876,1500000.0,1036,170,294,False
max_half_life_12h,12.0,DOTUSDT/ETHUSDT,5.0808,0,1427,-6157.22218967316,17882.9445,-24040.16668967317,0.559915907498248,0.6985214204918246,-0.10711074021493658,-0.09790486457028273,24243.314843926244,69.7130306812469,-126.97592070698956,2.5122634898388227,1427000.0,1017,100,310,False
max_half_life_12h,12.0,DOTUSDT/LINKUSDT,6.0,0,1518,4603.285416045299,19775.5,-15172.214583954694,0.575098814229249,0.8298450658388793,-0.062391450003485,-0.06461935275835935,17454.616592932598,84.75926879337075,-138.24349804739126,4.10935441370224,1518000.0,1089,149,280,False
max_half_life_12h,12.0,DOTUSDT/OPUSDT,6.0,0,1541,-22989.77925083113,20385.5,-43375.2792508311,0.5587280986372486,0.6464118585438751,-0.14239740181572258,-0.14199286582291776,46860.2288884508,92.0981180995895,-180.39964549202597,4.914990266060999,1541000.0,1078,196,267,False
max_half_life_12h,12.0,ETCUSDT/ETHUSDT,5.0808,0,1400,1904.4886030932594,17503.6908,-15599.202196906743,0.5607142857142857,0.7715286599036948,-0.06776050543596937,-0.057777009089920374,15060.039833464176,67.10471945343835,-111.01854791521275,2.374285714285714,1400000.0,928,101,371,False
max_half_life_12h,12.0,ETCUSDT/LINKUSDT,6.0,1,1529,-413.28937086093305,19860.5,-20273.78937086093,0.57946370176586,0.7899325338886032,-0.07489426313889035,-0.07281401276357988,22824.86518933086,86.04634199361772,-150.0946320018759,3.9568345323741005,1529000.0,1051,188,290,False
max_half_life_12h,12.0,ETCUSDT/LTCUSDT,5.83245,0,1440,15934.649033881284,18403.2326625,-2468.583628618716,0.5805555555555556,0.9657890949536813,-0.011451976554976455,-0.011831057655915743,6775.448543116765,83.36030612124222,-119.46655553969738,3.209722222222222,1440000.0,952,124,364,False
max_half_life_12h,12.0,ETCUSDT/OPUSDT,6.0,0,1577,-10926.46121664371,20764.75,-31691.211216643715,0.5573874445149017,0.720900382238356,-0.10888134676068231,-0.11440180655741794,33220.71100812337,93.12493378680625,-162.67625790149918,4.668991756499683,1577000.0,1022,214,341,False
max_half_life_12h,12.0,ETHUSDT/LINKUSDT,5.0808,0,1527,-26516.6507219518,19820.5073,-46337.158021951764,0.4905042567125082,0.4827049454180282,-0.2346242633782538,-0.25237338402746234,46830.123419167714,57.72859635348993,-115.13608829140837,4.629338572364112,1527000.0,968,166,393,False
max_half_life_12h,12.0,ETHUSDT/OPUSDT,5.0808,0,1605,-16887.701592908314,21058.6032,-37946.3047929083,0.5102803738317757,0.6287245656659121,-0.1365292591497669,-0.1779796170865238,39351.70604218347,78.4602709739372,-130.03214595491457,5.293457943925234,1605000.0,1066,174,365,False
max_half_life_12h,12.0,ETHUSDT/SOLUSDT,4.684200000000001,0,1536,-11620.18664141894,19502.925225,-31123.11186641894,0.5110677083333334,0.6048445120353879,-0.16145029046601317,-0.16909212245516986,31758.513826408962,60.686079771581525,-104.87574498949459,3.572265625,1536000.0,1019,127,390,False
max_half_life_12h,12.0,ETHUSDT/UNIUSDT,5.0808,0,1584,-3512.35797495254,20604.8531,-24117.211074952542,0.5347222222222222,0.7142817519965817,-0.11590611290165703,-0.12931145436138197,25743.739369846746,71.18283010792688,-114.53062167756666,4.76199494949495,1584000.0,1054,159,371,False
max_half_life_6h,6.0,ADAUSDT/ARBUSDT,6.0,0,1567,-16540.020710964563,20669.0,-37209.02071096457,0.541799617102744,0.6888419429563751,-0.12457901666298928,-0.13108063701476239,39262.72794070176,97.02397915670726,-166.54927439416295,4.7606892150606255,1567000.0,1062,209,296,False
max_half_life_6h,6.0,ADAUSDT/ATOMUSDT,6.0,0,1553,-9415.54853360075,20442.0,-29857.54853360076,0.5582743077913715,0.7306038809370754,-0.10634265628192273,-0.11304651497010164,32689.622636507276,93.3954436246935,-161.56180489243442,4.65164198325821,1553000.0,1063,171,319,False
max_half_life_6h,6.0,ADAUSDT/AVAXUSDT,6.0,0,1528,-917.7768387164012,19808.0,-20725.776838716403,0.5732984293193717,0.7875512047582872,-0.08082667771042885,-0.08322574549900498,22745.079005873526,87.70639065986715,-149.62664886006138,3.8534031413612566,1528000.0,1058,165,305,False
max_half_life_6h,6.0,ADAUSDT/DOGEUSDT,5.8266,0,1553,-4907.103064795026,20266.234125,-25173.33718979502,0.5808113329040566,0.7673177452455516,-0.08886043015007253,-0.09257386869107152,25596.49380773514,92.03356262903765,-166.18680596188477,4.323889246619446,1553000.0,1076,177,300,False
max_half_life_6h,6.0,ADAUSDT/DOTUSDT,6.0,0,1564,13526.433649692373,20553.75,-7027.31635030761,0.5728900255754475,0.9212194395559519,-0.02831007929830712,-0.03184342884803002,11346.748348483794,91.71186452749387,-133.53465114811695,4.5671355498721224,1564000.0,1118,147,299,False
max_half_life_6h,6.0,ADAUSDT/ETCUSDT,6.0,0,1543,-337.3168595729336,19972.0,-20309.316859572933,0.5975372650680493,0.797800818747779,-0.07327209150010572,-0.07150765548083939,22955.971461734105,86.91194703886214,-161.74256365443452,3.774465327284511,1543000.0,1077,175,291,False
max_half_life_6h,6.0,ADAUSDT/ETHUSDT,5.0808,0,1445,238.67536718700313,18098.309400000002,-17859.63403281301,0.5626297577854671,0.7800113029561424,-0.07670091764952573,-0.07324060972421073,19671.797870132268,77.89014966156256,-128.4562115627585,2.4788927335640136,1445000.0,989,111,345,False
max_half_life_6h,6.0,ADAUSDT/LINKUSDT,6.0,0,1494,1190.874787252294,19426.0,-18235.125212747702,0.5796519410977242,0.8091659432034954,-0.07257148528921076,-0.07836596457557565,20826.47296548689,89.28378039399662,-152.15745069100123,4.010709504685408,1494000.0,1053,178,263,False
max_half_life_6h,6.0,ADAUSDT/SOLUSDT,5.603400000000001,0,1503,-2639.263399899069,19207.344075,-21846.60747489906,0.5755156353958749,0.7798110593212517,-0.08074928821610085,-0.0805712261231432,25980.587851885844,89.44617760888828,-155.51340298838153,3.3379906852960746,1503000.0,1032,134,337,False
max_half_life_6h,6.0,ADAUSDT/XRPUSDT,6.0,0,1561,-23420.79082600646,20694.5,-44115.29082600647,0.5656630365150545,0.666658292284765,-0.13030367441248952,-0.126874155161838,45699.25538440537,99.91761810974654,-195.1954979600482,5.028827674567585,1561000.0,1058,199,304,False
